date_sold,sales_price,address,bedrooms,bathrooms,square_feet,home_type,year_built,neighborhood,lat,long,age
2021-11-22T00:00:00Z,144500,"1901 5th Ave E UNIT 3319, Tuscaloosa, AL 35401",2,2,1114,Condominium,2007,Forest Lake,33.1935926442158,-87.5294093577686,14
2021-11-22T00:00:00Z,670000,"1018 Hackberry Ln UNIT 113, Tuscaloosa, AL 35401",3,3,1439,Condominium,2008,University,33.2052173903243,-87.5436393019463,13
2021-11-19T00:00:00Z,170000,"1901 5th Ave E UNIT 3322, Tuscaloosa, AL 35401",3,3,1336,Condominium,2007,Forest Lake,33.1935996569351,-87.5294844596177,14
2021-11-18T00:00:00Z,142300,"1901 5th Ave E UNIT 2205, Tuscaloosa, AL 35401",2,2,1044,Condominium,2007,Forest Lake,33.1936707877088,-87.5297151172889,14
2021-11-18T00:00:00Z,769900,"1150 8th St #410, Tuscaloosa, AL 35401",2,2,1183,Condominium,2020,University,33.2097620875764,-87.552324444275,1
2021-11-16T00:00:00Z,81500,"901 Hargrove Rd APT 9A, Tuscaloosa, AL 35401",2,1,548,Condominium,1950,35401,33.1927029591415,-87.5500260596177,71
2021-11-15T00:00:00Z,317500,"917 Homewood Dr UNIT 1, Tuscaloosa, AL 35401",3,3,1480,Townhouse,2008,University,33.2016496465716,-87.5493163731108,13
2021-11-15T00:00:00Z,209000,"704 13th St APT 4, Tuscaloosa, AL 35401",1,1,620,Condominium,2008,University,33.2028765885749,-87.5461629596175,13
2021-11-15T00:00:00Z,2e+05,"704 13th St APT 2, Tuscaloosa, AL 35401",1,1,620,Condominium,2008,University,33.2029739655416,-87.5462009461243,13
2021-11-12T00:00:00Z,740000,"1018 Hackberry Ln UNIT 301, Tuscaloosa, AL 35401",3,3,1439,Condominium,2008,University,33.2052470132371,-87.5434931307818,13
2021-11-12T00:00:00Z,480000,"511 11th St APT 308, Tuscaloosa, AL 35401",2,2,1118,Condominium,2017,University,33.2047402065613,-87.5431600019463,4
2021-11-10T00:00:00Z,247500,"700 15th St UNIT 1104, Tuscaloosa, AL 35401",2,2,1034,Condominium,2010,University,33.1998466966533,-87.5473862019464,11
2021-11-05T00:00:00Z,135000,"1745 Jack Warner Pkwy APT C33, Tuscaloosa, AL 35401",2,2,973,Condominium,1968,University,33.2161040050603,-87.5593158731104,53
2021-11-05T00:00:00Z,184900,"708 11th St APT 325, Tuscaloosa, AL 35401",1,1,608,Condominium,1985,University,33.205307767037,-87.5466932749598,36
2021-11-05T00:00:00Z,147500,"120 15th St E APT 118, Tuscaloosa, AL 35401",2,2,1040,Condominium,1991,University,33.1996145421334,-87.5350284596176,30
2021-11-05T00:00:00Z,147500,"120 15th St E APT 202, Tuscaloosa, AL 35401",2,2,1040,Condominium,1991,University,33.1999616738821,-87.5352298731108,30
2021-11-05T00:00:00Z,174900,"708 11th St APT 318, Tuscaloosa, AL 35401",1,1,608,Condominium,1985,University,33.205330936001,-87.5466085442751,36
2021-11-05T00:00:00Z,169900,"708 11th St APT 211, Tuscaloosa, AL 35401",1,1,608,Condominium,1985,University,33.2053431129513,-87.5460746749598,36
2021-11-05T00:00:00Z,310000,"700 15th St UNIT 2211, Tuscaloosa, AL 35401",3,3,1446,Condominium,2009,University,33.2006322044307,-87.5470272596176,12
2021-11-03T00:00:00Z,215000,"721 20th Ave #102, Tuscaloosa, AL 35401",1,1,750,Condominium,1940,Queen City,33.2090877720123,-87.5617539596173,81
2021-11-03T00:00:00Z,105000,"210 15th St E APT 4, Tuscaloosa, AL 35401",1,1,693,Condominium,1985,University,33.1991309880889,-87.5338775596176,36
2021-11-03T00:00:00Z,589900,"1650 Jack Warner Pkwy UNIT 2206, Tuscaloosa, AL 35401",3,2,1421,Condominium,2012,University,33.2179562997395,-87.558651001946,9
2021-11-02T00:00:00Z,1559900,"1150 8th St #617, Tuscaloosa, AL 35401",3,4,2026,Condominium,2020,University,33.2098249230952,-87.5523351731106,1
2021-10-29T00:00:00Z,168000,"1901 5th Ave E UNIT 3209, Tuscaloosa, AL 35401",3,3,1336,Condominium,2007,Forest Lake,33.1936861567223,-87.5295174172889,14
2021-10-29T00:00:00Z,195000,"2209 9th St APT 701, Tuscaloosa, AL 35401",2,2,1304,Condominium,1954,Greensboro/Bryant,33.2063125331821,-87.5646096019463,67
2021-10-29T00:00:00Z,105000,"120 15th St E APT 905, Tuscaloosa, AL 35401",1,1,708,Condominium,1996,University,33.2009915484613,-87.5351070731108,25
2021-10-29T00:00:00Z,225400,"700 15th St UNIT 2304, Tuscaloosa, AL 35401",2,2,988,Condominium,2009,University,33.2006269621773,-87.546965030782,12
2021-10-29T00:00:00Z,174000,"708 11th St APT 323, Tuscaloosa, AL 35401",1,1,642,Condominium,1985,University,33.2053007901652,-87.5466728170185,36
2021-10-29T00:00:00Z,182000,"600 13th St E APT 832, Tuscaloosa, AL 35401",3,3,1250,Condominium,2006,University,33.2016103788888,-87.5272696746907,15
2021-10-28T00:00:00Z,102000,"120 15th St E APT 803, Tuscaloosa, AL 35401",1,1,708,Condominium,1996,University,33.2009634937732,-87.5351554151661,25
2021-10-26T00:00:00Z,162000,"1901 5th Ave E UNIT 1219, Tuscaloosa, AL 35401",2,2,1276,Condominium,2007,Forest Lake,33.1935720007261,-87.5297861863302,14
2021-10-22T00:00:00Z,649900,"1150 8th St #407, Tuscaloosa, AL 35401",1,2,1183,Condominium,2020,University,33.2097979936901,-87.5523566305102,1
2021-10-20T00:00:00Z,106000,"120 15th St E APT 303, Tuscaloosa, AL 35401",1,1,708,Condominium,1991,University,33.1999071864351,-87.535082357494,30
2021-10-18T00:00:00Z,142000,"1901 5th Ave E UNIT 1201, Tuscaloosa, AL 35401",2,2,1044,Condominium,2007,University,33.1936855441229,-87.5298401016744,14
2021-10-18T00:00:00Z,149000,"120 15th St E APT 908, Tuscaloosa, AL 35401",2,2,1040,Condominium,1991,University,33.2009412841022,-87.5351122728382,30
2021-10-15T00:00:00Z,652736,"1008 Elmwood Dr #20, Tuscaloosa, AL 35401",5,5,2100,Condominium,2020,University,33.2022488584491,-87.5513712016743,1
2021-10-15T00:00:00Z,652736,"1008 Elmwood Dr #10, Tuscaloosa, AL 35401",5,5,2100,Condominium,2020,University,33.2022398811722,-87.55132828633,1
2021-10-15T00:00:00Z,815900,"1150 8th St #505, Tuscaloosa, AL 35401",2,2,1183,Condominium,2017,University,33.2097710641793,-87.5523566305102,4
2021-10-14T00:00:00Z,652739,"1411 Paul W Bryant Dr #105, Tuscaloosa, AL 35401",5,5,2400,Condominium,2019,University,33.2066554943652,-87.555856315166,2
2021-10-14T00:00:00Z,522191,"1411 Paul W Bryant Dr #103, Tuscaloosa, AL 35401",4,4,1900,Townhouse,2019,University,33.2067003784761,-87.555856315166,2
2021-10-12T00:00:00Z,799900,"1150 8th St #320, Tuscaloosa, AL 35401",2,3,1308,Condominium,2017,University,33.209735158152,-87.552313715166,4
2021-10-08T00:00:00Z,87500,"901 Hargrove Rd APT 5E, Tuscaloosa, AL 35401",2,2,751,Condominium,1950,35401,33.1926939809834,-87.5500153305105,71
2021-10-08T00:00:00Z,505000,"511 11th St APT 303, Tuscaloosa, AL 35401",2,2,1153,Condominium,2017,University,33.2047132755919,-87.5431385440021,4
2021-10-08T00:00:00Z,320000,"1400 9th Ave Unit 10, Tuscaloosa, AL 35401",3,3,1480,Townhouse,2008,University,33.2016404466952,-87.5492748016743,13
2021-10-06T00:00:00Z,172500,"708 11th St APT 103, Tuscaloosa, AL 35401",1,1,608,Condominium,1985,University,33.2053008203006,-87.5460613574939,36
2021-10-06T00:00:00Z,170000,"704 13th St Unit L2, Tuscaloosa, AL 35401",1,1,620,Condominium,2008,University,33.2029390568212,-87.546170757494,13
2021-10-05T00:00:00Z,180650,"600 13th St E APT 515, Tuscaloosa, AL 35401",3,3,1175,Condominium,2006,University,33.2016711145276,-87.5273609016743,15
2021-10-04T00:00:00Z,163000,"1901 5th Ave E UNIT 2211, Tuscaloosa, AL 35401",3,3,1336,Condominium,2007,Forest Lake,33.1935795443402,-87.5296831305105,14
2021-10-01T00:00:00Z,145000,"1747 Jack Warner Pkwy APT 109-B, Tuscaloosa, AL 35401",2,2,1014,Condominium,1988,University,33.2155841307167,-87.5600502170183,33
2021-10-01T00:00:00Z,629900,"1150 8th ST #604, Tuscaloosa, AL 35401",1,2,1183,Condominium,2020,University,33.2097979936901,-87.5523780881823,1
2021-10-01T00:00:00Z,889900,"1150 8th ST #302, Tuscaloosa, AL 35401",2,3,1561,Condominium,2020,University,33.2097800406838,-87.5523351728381,1
2021-09-30T00:00:00Z,247000,"700 15th St UNIT 1308, Tuscaloosa, AL 35401",2,2,1122,Condominium,2010,University,33.1997596541166,-87.5473389440022,11
2021-09-30T00:00:00Z,235000,"700 15th St UNIT 3307, Tuscaloosa, AL 35401",2,2,1037,Condominium,2009,University,33.1998525967349,-87.5466651305104,12
2021-09-30T00:00:00Z,390000,"1403 UniversityBlvd UNIT 7, Tuscaloosa, AL 35401",2,2,1045,Condominium,2010,University,33.211079261227,-87.5553325728381,11
2021-09-30T00:00:00Z,814900,"1150 8th St UNIT 316, Tuscaloosa, AL 35401",2,3,1394,Condominium,2020,University,33.2097531111675,-87.5522922574938,1
2021-09-27T00:00:00Z,869900,"1150 8th St #415, Tuscaloosa, AL 35401",2,2,1183,Condominium,2020,University,33.2097800406838,-87.5523780881823,1
2021-09-27T00:00:00Z,649900,"1150 8th ST #507, Tuscaloosa, AL 35401",1,2,1183,Condominium,2020,University,33.2097620876739,-87.552313715166,1
2021-09-20T00:00:00Z,167900,"1901 5th Ave E UNIT 1222, Tuscaloosa, AL 35401",3,3,1336,Condominium,2007,Forest Lake,33.1936239042748,-87.5297754574941,14
2021-09-20T00:00:00Z,490000,"1018 Hackberry Ln UNIT 311, Tuscaloosa, AL 35401",2,2,1227,Condominium,2008,University,33.2051649745727,-87.5434515593464,13
2021-09-17T00:00:00Z,90000,"1903 6th Ave UNIT 1, Tuscaloosa, AL 35401",2,3,1290,Condominium,2010,35401,33.1945348547312,-87.5445112151662,11
2021-09-17T00:00:00Z,137500,"1901 5th Ave E UNIT 3321, Tuscaloosa, AL 35401",2,2,1044,Condominium,2007,Forest Lake,33.193609257009,-87.5294737305104,14
2021-09-17T00:00:00Z,142900,"1901 5th Ave E UNIT 3115, Tuscaloosa, AL 35401",2,2,1044,Condominium,2007,Forest Lake,33.1936151569943,-87.5295139574941,14
2021-09-17T00:00:00Z,186000,"600 13th St E APT 725, Tuscaloosa, AL 35401",3,3,1175,Condominium,2006,University,33.2015789279348,-87.5272813728382,15
2021-09-16T00:00:00Z,529900,"511 11th St UNIT 103, Tuscaloosa, AL 35401",2,2,1153,Condominium,2017,University,33.2047132755919,-87.5430848998218,4
2021-09-15T00:00:00Z,187000,"600 13th St E APT 834, Tuscaloosa, AL 35401",3,3,1250,Condominium,2006,University,33.2015642469143,-87.5272911323627,15
2021-09-15T00:00:00Z,779900,"1150 8th St #610, Tuscaloosa, AL 35401",2,2,1183,Condominium,2020,University,33.2097890171874,-87.5523029863299,1
2021-09-10T00:00:00Z,155000,"1747 Jack Warner Pkwy APT 310-B, Tuscaloosa, AL 35401",2,2,1014,Condominium,1988,University,33.215521299333,-87.5599429286577,33
2021-09-10T00:00:00Z,440000,"1510 9th St UNIT 203, Tuscaloosa, AL 35401",3,3,1475,Condominium,2009,University,33.2080661379304,-87.5574467286578,12
2021-09-10T00:00:00Z,625900,"1501 UniversityBlvd #103, Tuscaloosa, AL 35401",2,2,1308,Condominium,2020,University,33.2115005474442,-87.557254644002,1
2021-09-08T00:00:00Z,308750,"700 15th St UNIT 2412, Tuscaloosa, AL 35401",3,3,1446,Condominium,2009,University,33.2005590399064,-87.5468805440022,12
2021-09-06T00:00:00Z,147000,"1901 5th Ave E UNIT 3207, Tuscaloosa, AL 35401",2,2,1044,Condominium,2007,Forest Lake,33.1937053567725,-87.5294423151662,14
2021-09-03T00:00:00Z,85000,"901 Hargrove Rd APT 18C, Tuscaloosa, AL 35401",2,2,739,Condominium,1950,35401,33.1927478505029,-87.5500046016744,71
2021-09-03T00:00:00Z,160000,"120 15th St E APT 207, Tuscaloosa, AL 35401",2,2,1040,Condominium,1991,University,33.1999494841686,-87.5352620593464,30
2021-09-03T00:00:00Z,181000,"600 13th St E APT 714, Tuscaloosa, AL 35401",3,3,1175,Condominium,2006,University,33.2016710918865,-87.52728388633,15
2021-09-03T00:00:00Z,659900,"1150 8th St #607, Tuscaloosa, AL 35401",1,2,1183,Condominium,2020,University,33.2098249231926,-87.5523673593463,1
2021-08-31T00:00:00Z,180000,"600 13th St E APT 613, Tuscaloosa, AL 35401",3,3,1175,Condominium,2006,University,33.2016718918845,-87.5273377305103,15
2021-08-30T00:00:00Z,155000,"120 15th E APT 307, Tuscaloosa, AL 35401",2,2,1040,Condominium,1991,University,33.199868686522,-87.5350930863301,30
2021-08-30T00:00:00Z,3e+05,"700 15th St UNIT 1403, Tuscaloosa, AL 35401",3,3,1407,Condominium,2010,University,33.1998257090744,-87.5473296593464,11
2021-08-30T00:00:00Z,799900,"1150 8th St #318, Tuscaloosa, AL 35401",2,3,1287,Condominium,2020,University,33.2097620876739,-87.5522815286578,1
2021-08-26T00:00:00Z,138000,"210 15th St E APT 50, Tuscaloosa, AL 35401",2,2,995,Condominium,1985,University,33.1991662761817,-87.5338252593464,36
2021-08-26T00:00:00Z,8e+05,"1150 8th St #611, Tuscaloosa, AL 35401",1,2,1183,Condominium,2020,University,33.2097979936901,-87.5522815286578,1
2021-08-23T00:00:00Z,139500,"1901 5th Ave E UNIT 2103, Tuscaloosa, AL 35401",2,2,1044,Condominium,2007,Forest Lake,33.1937438566775,-87.5296923151662,14
2021-08-23T00:00:00Z,527000,"1018 Hackberry Ln UNIT 205, Tuscaloosa, AL 35401",2,2,1227,Condominium,2008,University,33.2051726055502,-87.5436191881824,13
2021-08-20T00:00:00Z,230000,"700 15th St UNIT 3407, Tuscaloosa, AL 35401",2,2,1037,Condominium,2009,University,33.1998375192281,-87.5466129863301,12
2021-08-20T00:00:00Z,2200900,"1150 8th St PENTHOUSE 5, Tuscaloosa, AL 35401",5,6,2973,Condominium,2020,University,33.2097890171874,-87.5523566305102,1
2021-08-19T00:00:00Z,161905,"1747 Jack Warner Pkwy APT 313-B, Tuscaloosa, AL 35401",2,2,1014,Condominium,1988,University,33.2155661788974,-87.559996572838,33
2021-08-17T00:00:00Z,145000,"1901 5th Ave E UNIT 3121, Tuscaloosa, AL 35401",2,2,1044,Condominium,2007,Forest Lake,33.1936246260839,-87.5295783305104,14
2021-08-17T00:00:00Z,815900,"1150 8th St #409, Tuscaloosa, AL 35401",2,2,1183,Condominium,2020,University,33.2097441346602,-87.5522815286578,1
2021-08-16T00:00:00Z,235000,"700 15th St UNIT 1306, Tuscaloosa, AL 35401",2,2,1015,Condominium,2010,University,33.1997969091363,-87.5473390440022,11
2021-08-16T00:00:00Z,165000,"120 15th St E APT 408, Tuscaloosa, AL 35401",2,2,1040,Condominium,1991,University,33.2009374292506,-87.5355357151661,30
2021-08-13T00:00:00Z,175000,"2304 UniversityBlvd #102, Tuscaloosa, AL 35401",1,1,702,Condominium,2009,Downtown,33.210635609357,-87.5673318305102,12
2021-08-13T00:00:00Z,141500,"1901 5th Ave E UNIT 2323, Tuscaloosa, AL 35401",2,2,1114,Condominium,2007,Forest Lake,33.1935515571509,-87.5295662574941,14
2021-08-13T00:00:00Z,214900,"900 Red Drew Ave UNIT 4, Tuscaloosa, AL 35401",1,1,616,Condominium,2001,University,33.2076811386807,-87.5549116440021,20
2021-08-13T00:00:00Z,222900,"700 15th St UNIT 2104, Tuscaloosa, AL 35401",2,2,988,Condominium,2009,University,33.200644294624,-87.5470267151661,12
2021-08-13T00:00:00Z,235000,"1155 12th St UNIT 408, Tuscaloosa, AL 35401",1,1,830,Condominium,2007,University,33.2038038005072,-87.5528666593463,14
2021-08-10T00:00:00Z,90000,"901 Hargrove Rd APT 27A, Tuscaloosa, AL 35401",2,1,710,Condominium,1950,35401,33.1927298940001,-87.5500260593465,71
2021-08-10T00:00:00Z,150000,"1901 5th Ave E UNIT 1108, Tuscaloosa, AL 35401",2,2,1112,Condominium,2007,Forest Lake,33.193695756796,-87.529806299822,14
2021-08-10T00:00:00Z,42000,"907 15th Ave APT 9, Tuscaloosa, AL 35401",1,1,460,Condominium,1972,University,33.207392916009,-87.5568575170184,49
2021-08-09T00:00:00Z,105000,"210 15th St E APT 5, Tuscaloosa, AL 35401",1,1,693,Condominium,1985,University,33.1992131208287,-87.5339143746907,36
2021-08-09T00:00:00Z,264900,"48 Sherwood Dr UNIT 1-C, Tuscaloosa, AL 35401",2,2,1114,Condominium,1940,University,33.2158168987265,-87.552399344002,81
2021-08-09T00:00:00Z,219000,"820 Frank Thomas Ave UNIT 212, Tuscaloosa, AL 35401",1,1,574,Condominium,2009,University,33.2076407224755,-87.5535693016742,12
2021-08-06T00:00:00Z,235000,"502 16th St APT 3, Tuscaloosa, AL 35401",3,3,1480,Townhouse,2009,Forest Lake,33.1979658130795,-87.5418538593465,12
2021-08-06T00:00:00Z,139500,"1901 5th Ave E UNIT 2209, Tuscaloosa, AL 35401",2,2,1044,Condominium,2007,Forest Lake,33.1935795443401,-87.5296403151662,14
2021-08-06T00:00:00Z,147500,"1901 5th Ave E UNIT 1317, Tuscaloosa, AL 35401",2,2,1112,Condominium,2007,Forest Lake,33.1935553880193,-87.5297231574941,14
2021-08-06T00:00:00Z,97000,"210 15th St E APT 1, Tuscaloosa, AL 35401",1,1,693,Condominium,1985,University,33.1991572985887,-87.5339097458546,36
2021-08-06T00:00:00Z,159900,"120 15th St E APT 113, Tuscaloosa, AL 35401",2,2,1040,Condominium,1991,University,33.1999802514626,-87.5353572746906,30
2021-08-06T00:00:00Z,480000,"1018 Hackberry Ln UNIT 204, Tuscaloosa, AL 35401",2,2,1227,Condominium,2008,University,33.2052091364481,-87.543554815166,13
2021-08-05T00:00:00Z,50000,"901 Hargrove Rd APT 5C, Tuscaloosa, AL 35401",2,2,739,Condominium,1950,35401,33.1926580679521,-87.5499509574941,71
2021-08-05T00:00:00Z,85000,"901 Hargrove Rd APT 8A, Tuscaloosa, AL 35401",2,1,710,Condominium,1950,35401,33.1927478505029,-87.5499616863302,71
2021-08-05T00:00:00Z,264900,"48 Sherwood Dr UNIT 1-C-1, Tuscaloosa, AL 35401",2,2,1114,Condominium,1940,University,33.2159279574639,-87.552343672838,81
2021-08-05T00:00:00Z,1549900,"1150 8th St PENTHOUSE 4, Tuscaloosa, AL 35401",4,5,2018,Condominium,2020,University,33.2097800406838,-87.5523780881823,1
2021-08-04T00:00:00Z,105000,"120 15th St E APT 212, Tuscaloosa, AL 35401",1,1,708,Condominium,1991,University,33.1998066519608,-87.5352959458546,30
2021-08-03T00:00:00Z,290000,"708 11th St APT 214, Tuscaloosa, AL 35401",2,2,994,Condominium,1985,University,33.2053919359231,-87.5459365440021,36
2021-08-02T00:00:00Z,259900,"48 Sherwood Dr UNIT 1-A, Tuscaloosa, AL 35401",2,2,1114,Condominium,1940,University,33.2159100057151,-87.5522363844774,81
2021-07-30T00:00:00Z,105000,"1901 5th Ave E UNIT 1212, Tuscaloosa, AL 35401",1,1,804,Condominium,2007,Forest Lake,33.1936213442543,-87.5298398305105,14
2021-07-30T00:00:00Z,136000,"1901 5th Ave E BUILDING 2-2217, Tuscaloosa, AL 35401",2,2,1044,Condominium,2007,Forest Lake,33.1930658801065,-87.5295486421499,14
2021-07-30T00:00:00Z,310000,"700 15th St UNIT 2112, Tuscaloosa, AL 35401",3,3,1288,Condominium,2009,University,33.2005589399064,-87.5470481728383,12
2021-07-30T00:00:00Z,525000,"1018 Hackberry Ln UNIT 312, Tuscaloosa, AL 35401",2,2,1227,Condominium,2008,University,33.2052270903919,-87.5434408305103,13
2021-07-29T00:00:00Z,136000,"1901 5th Ave E UNIT 2217, Tuscaloosa, AL 35401",2,2,1044,Condominium,2007,Forest Lake,33.1935464098512,-87.529597099822,14
2021-07-29T00:00:00Z,305000,"700 15th St UNIT 1111, Tuscaloosa, AL 35401",3,3,1315,Condominium,2010,University,33.1997981744322,-87.5474339170185,11
2021-07-28T00:00:00Z,181000,"600 13th St E APT 641, Tuscaloosa, AL 35401",3,3,1250,Condominium,2006,University,33.2016121920436,-87.5273452593464,15
2021-07-26T00:00:00Z,165000,"120 15th St E APT 106, Tuscaloosa, AL 35401",2,2,1040,Condominium,1991,University,33.1999052190545,-87.5352486421498,30
2021-07-26T00:00:00Z,238000,"700 15th St UNIT 3103, Tuscaloosa, AL 35401",2,2,1194,Condominium,2009,University,33.1998855517344,-87.5466426844777,12
2021-07-26T00:00:00Z,178000,"600 13th St E APT 835, Tuscaloosa, AL 35401",3,3,1175,Condominium,2006,University,33.2015277148951,-87.5273125900349,15
2021-07-26T00:00:00Z,1999999,"1150 8th St PENTHOUSE 7, Tuscaloosa, AL 35401",5,6,2555,Condominium,2020,University,33.2097800406838,-87.5522922574938,1
2021-07-23T00:00:00Z,154900,"1901 5th Ave E UNIT 3305, Tuscaloosa, AL 35401",3,3,1336,Condominium,2007,Forest Lake,33.1936798659614,-87.5294415440023,14
2021-07-22T00:00:00Z,245000,"700 15th St UNIT 1105, Tuscaloosa, AL 35401",2,2,1020,Condominium,2009,University,33.1999000394193,-87.547322528658,12
2021-07-22T00:00:00Z,612500,"1501 UniversityBlvd #104, Tuscaloosa, AL 35401",2,2,1253,Condominium,2020,University,33.2114018077849,-87.557254644002,1
2021-07-21T00:00:00Z,374900,"1403 UniversityBlvd UNIT 9, Tuscaloosa, AL 35401",2,2,1045,Condominium,2010,University,33.2110869903847,-87.5552574709856,11
2021-07-20T00:00:00Z,128500,"1901 5th Ave E UNIT 2214, Tuscaloosa, AL 35401",2,2,1044,Condominium,2007,Forest Lake,33.1935975006685,-87.5296400151662,14
2021-07-20T00:00:00Z,1079000,"510 13th St #206, Tuscaloosa, AL 35401",2,3,1822,Condominium,2019,University,33.2027766344482,-87.5433021016743,2
2021-07-19T00:00:00Z,158000,"1901 5th Ave E UNIT 2110, Tuscaloosa, AL 35401",2,2,1044,Condominium,2007,Forest Lake,33.1935527098401,-87.5297354305105,14
2021-07-19T00:00:00Z,93500,"210 15th St E APT 6, Tuscaloosa, AL 35401",1,1,693,Condominium,1985,University,33.1992308760027,-87.533783528658,36
2021-07-19T00:00:00Z,217000,"600 13th St E APT 1011, Tuscaloosa, AL 35401",3,3,1450,Townhouse,2006,University,33.2016657277568,-87.5270881305103,15
2021-07-16T00:00:00Z,171500,"1901 5th Ave E UNIT 3211, Tuscaloosa, AL 35401",3,3,1336,Condominium,2007,Forest Lake,33.1936039097508,-87.5294853305104,14
2021-07-16T00:00:00Z,105000,"1901 5th Ave E UNIT 2122, Tuscaloosa, AL 35401",1,1,733,Condominium,2007,Forest Lake,33.1935701352939,-87.5298210611989,14
2021-07-15T00:00:00Z,103000,"120 15th St E APT 320, Tuscaloosa, AL 35401",1,1,708,Condominium,1991,University,33.1998860191038,-87.535030057494,30
2021-07-13T00:00:00Z,165000,"907 15th Ave APT 10, Tuscaloosa, AL 35401",1,1,462,Condominium,1972,University,33.2074815763929,-87.556787415166,49
2021-07-12T00:00:00Z,170000,"1901 5th Ave E UNIT 3310, Tuscaloosa, AL 35401",3,3,1336,Condominium,2007,Forest Lake,33.193721547608,-87.5294522728383,14
2021-07-12T00:00:00Z,435000,"2136 12th St, Tuscaloosa, AL 35401",2,3,1584,Townhouse,2017,South 22nd,33.2043836138857,-87.5626350151661,4
2021-07-12T00:00:00Z,176000,"708 11th St APT 310, Tuscaloosa, AL 35401",1,1,608,Condominium,1985,University,33.2053473281207,-87.5459058440021,36
2021-07-12T00:00:00Z,505000,"1018 Hackberry Ln UNIT 112, Tuscaloosa, AL 35401",2,2,1227,Condominium,2008,University,33.2052091364482,-87.5436822170185,13
2021-07-09T00:00:00Z,285000,"2150 3rd Ct APT 104, Tuscaloosa, AL 35401",3,3,1700,Townhouse,2015,Forest Lake,33.1918986179393,-87.5402657574941,6
2021-07-09T00:00:00Z,160900,"1901 5th Ave E UNIT 1120, Tuscaloosa, AL 35401",2,2,1044,Condominium,2007,Forest Lake,33.1935983134086,-87.529806299822,14
2021-07-09T00:00:00Z,173020,"1745 Jack Warner Pkwy APT B1, Tuscaloosa, AL 35401",2,2,1070,Condominium,1968,University,33.2160654293839,-87.5593528709856,53
2021-07-09T00:00:00Z,155000,"120 15th St E APT 301, Tuscaloosa, AL 35401",2,2,1040,Condominium,1991,University,33.199971273953,-87.5350501709858,30
2021-07-08T00:00:00Z,585000,"1038 14th Ave UNIT B, Tuscaloosa, AL 35401",2,3,1532,Condominium,2018,University,33.2059179574814,-87.5553032016742,3
2021-07-06T00:00:00Z,295000,"700 15th St UNIT 1212, Tuscaloosa, AL 35401",3,3,1446,Condominium,2010,University,33.199746786797,-87.5474344170186,11
2021-07-02T00:00:00Z,430000,"1155 12th St UNIT 411, Tuscaloosa, AL 35401",2,2,1290,Condominium,2007,University,33.2036770693366,-87.5527849286579,14
2021-07-01T00:00:00Z,85000,"901 Hargrove Rd APT 15D, Tuscaloosa, AL 35401",2,1,710,Condominium,1950,35401,33.1926760244696,-87.5499616863302,71
2021-07-01T00:00:00Z,156500,"120 15th St E APT 816, Tuscaloosa, AL 35401",2,2,1040,Condominium,1991,University,33.2009968259745,-87.5349880979695,30
2021-06-30T00:00:00Z,139900,"210 15th St E APT 55, Tuscaloosa, AL 35401",2,2,995,Condominium,1985,University,33.1990366660255,-87.5339299170186,36
2021-06-30T00:00:00Z,305000,"700 15th St UNIT 2303, Tuscaloosa, AL 35401",3,3,1478,Condominium,2009,University,33.2006275848098,-87.5470079458546,12
2021-06-30T00:00:00Z,240000,"700 15th St UNIT 3408, Tuscaloosa, AL 35401",2,2,1015,Condominium,2009,University,33.19986615179,-87.5466869881824,12
2021-06-30T00:00:00Z,650000,"510 13th St UNIT 105, Tuscaloosa, AL 35401",2,2,1493,Condominium,2019,University,33.2028125433298,-87.5432699151661,2
2021-06-30T00:00:00Z,151000,"619 15th Ave APT EE, Tuscaloosa, AL 35401",1,1,588,Condominium,1974,University,33.2100052461685,-87.5566967016741,47
2021-06-29T00:00:00Z,165000,"1901 5th Ave E UNIT 2203, Tuscaloosa, AL 35401",3,3,1336,Condominium,2007,Forest Lake,33.1937260003789,-87.5296400151662,14
2021-06-29T00:00:00Z,310000,"920 16th Ave #3, Tuscaloosa, AL 35401",2,2,1062,Condominium,1976,University,33.2072415538217,-87.5584112574939,45
2021-06-29T00:00:00Z,305000,"920 16th Ave #4, Tuscaloosa, AL 35401",2,2,1062,Condominium,1976,University,33.2072325770568,-87.5585400035266,45
2021-06-28T00:00:00Z,310000,"920 16th Ave #8, Tuscaloosa, AL 35401",2,2,1062,Condominium,1976,University,33.2072415538217,-87.5583790709857,45
2021-06-25T00:00:00Z,109900,"1901 5th Ave E UNIT 1312, Tuscaloosa, AL 35401",1,1,804,Condominium,2007,Forest Lake,33.1936483787328,-87.5298260593465,14
2021-06-25T00:00:00Z,140000,"1901 5th Ave E UNIT 1105, Tuscaloosa, AL 35401",2,2,1044,Condominium,2007,Forest Lake,33.19377640379,-87.5298492151662,14
2021-06-25T00:00:00Z,146500,"1901 5th Ave E UNIT 2315, Tuscaloosa, AL 35401",2,2,1114,Condominium,2007,Forest Lake,33.1936333133152,-87.5296521881826,14
2021-06-25T00:00:00Z,176000,"600 13th St E APT 743, Tuscaloosa, AL 35401",3,3,1175,Condominium,2006,University,33.2015161470524,-87.5273219746907,15
2021-06-25T00:00:00Z,287000,"708 11th St APT 213, Tuscaloosa, AL 35401",2,2,994,Condominium,1985,University,33.2053476741604,-87.5459044574939,36
